,path,name,longitude,latitude,deposit_type
43,mrdata_json/mrds/10000210.json,Silver Bar,-130.14564,56.06088,Vein polymetallic
44,mrdata_json/mrds/10000212.json,Nothiger,-130.17981,56.05088,Vein polymetallic
45,mrdata_json/mrds/10000213.json,Evening Star,-130.17287,56.06866,Vein polymetallic
46,mrdata_json/mrds/10000214.json,Ibex,-130.18287,56.07588,Vein polymetallic
47,mrdata_json/mrds/10000217.json,Silver Coin,-130.1687,56.07755,Vein polymetallic
48,mrdata_json/mrds/10000244.json,Texas Discovery,-130.1987,56.06366,Vein polymetallic
49,mrdata_json/mrds/10000247.json,Unnamed,-131.17179,56.11976,Skarn iron
50,mrdata_json/mrds/10000248.json,Bear Creek (lower),-161.13271,59.40927,Fluvial placer gold
51,mrdata_json/mrds/10000249.json,Fox Creek,-161.12271,59.36927,Fluvial placer gold
52,mrdata_json/mrds/10000250.json,North Spit (Goodnews Bay),-161.87269,59.06925,Fluvial placer gold
53,mrdata_json/mrds/10000251.json,Tyone Creek,-161.33273,59.54927,Fluvial placer gold
54,mrdata_json/mrds/10000252.json,Jacksmith Creek,-161.58272,59.38926,Fluvial placer gold
55,mrdata_json/mrds/10000253.json,Unnamed (tributary to upper Trail Creek),-159.62274,59.98931,Fluvial placer gold
56,mrdata_json/mrds/10000254.json,Domingo Creek,-161.52272,59.44926,Fluvial placer gold
57,mrdata_json/mrds/10000255.json,Sam Creek,-160.79663,59.83234,Fluvial placer gold
58,mrdata_json/mrds/10000256.json,Slate Creek,-161.2327,59.30927,Fluvial placer gold
59,mrdata_json/mrds/10000258.json,Unnamed (west bank of Togiak River),-160.17269,59.29929,Vein polymetallic
60,mrdata_json/mrds/10000260.json,Olympic Creek,-161.22271,59.33927,Fluvial placer gold
61,mrdata_json/mrds/10000261.json,Canyon Creek,-161.11465,59.41927,Fluvial placer gold
62,mrdata_json/mrds/10000263.json,Lower Daly-Alaska,-130.04481,56.03171,Vein polymetallic
63,mrdata_json/mrds/10000264.json,Upper Daly-Alaska,-130.03925,56.02894,Vein polymetallic
64,mrdata_json/mrds/10000265.json,Goodnews Bay,-161.75269,59.08925,Fluvial placer PGE
65,mrdata_json/mrds/10000266.json,Swennings Greenpoint,-130.26565,56.01477,Vein polymetallic
66,mrdata_json/mrds/10000267.json,Greenpoint,-130.3237,56.02477,Vein polymetallic
67,mrdata_json/mrds/10000271.json,Camp Six,-132.05573,56.51169,Climax-type porphyry molybdenum
68,mrdata_json/mrds/10000272.json,Groundhog Basin,-132.06378,56.51475,Replacement tin
69,mrdata_json/mrds/10000273.json,Unnamed (near Hamilton Creek),-133.66385,56.86584,Phosphorite
70,mrdata_json/mrds/10000275.json,Lost Zarembo,-132.90075,56.38085,Bimodal felsic VMS
71,mrdata_json/mrds/10000276.json,Halobia,-133.25994,56.67168,Bimodal felsic VMS
72,mrdata_json/mrds/10000277.json,Hydropit,-132.9188,56.37363,Vein polymetallic
73,mrdata_json/mrds/10000280.json,Unnamed  (near mouth of Port Camden),-133.9508,56.80584,Sandstone uranium
74,mrdata_json/mrds/10000281.json,Unnamed (near Point St. Albans),-133.95882,56.10972,Vein polymetallic
75,mrdata_json/mrds/10000282.json,Helen S,-133.06798,56.56974,Bimodal felsic VMS
76,mrdata_json/mrds/10000286.json,Unnamed (in Glacier Basin),-132.03878,56.47975,Replacement tin
77,mrdata_json/mrds/10000287.json,Hattie,-133.04798,56.53168,Mesozonal orogenic gold
78,mrdata_json/mrds/10000288.json,Maid of Mexico,-133.03687,56.56474,Mesozonal orogenic gold
79,mrdata_json/mrds/10000289.json,Silver Star,-133.26189,56.83974,Mesozonal orogenic gold
80,mrdata_json/mrds/10000292.json,Unnamed (on Thomas Bay),-132.79382,56.98975,Mesozonal orogenic gold
81,mrdata_json/mrds/10000296.json,Castle and Company,-133.45992,56.13473,Mesozonal orogenic gold
82,mrdata_json/mrds/10000297.json,Castle Island,-133.16466,56.65252,Bimodal felsic VMS
83,mrdata_json/mrds/10000299.json,Unnamed (near Devilfish Bay),-133.39075,56.08473,Skarn copper
84,mrdata_json/mrds/10000321.json,Copper Bullion Prospect,-147.63475,60.34789,Mafic-ultramafic VMS
85,mrdata_json/mrds/10000357.json,Falck,-146.57143,60.8657,Mafic-ultramafic VMS
86,mrdata_json/mrds/10000358.json,Fielder & Hemple,-146.54254,60.85765,Mafic-ultramafic VMS
87,mrdata_json/mrds/10000359.json,Mogul (Banta and Cameron),-146.60365,60.89959,Mafic-ultramafic VMS
88,mrdata_json/mrds/10000360.json,Dickey Copper Co.,-146.41253,60.76959,Mafic-siliciclastic VMS
89,mrdata_json/mrds/10000362.json,Cordova Copper Co.,-145.72582,60.56654,Mafic-ultramafic VMS
90,mrdata_json/mrds/10000364.json,Banzer,-146.54253,60.80959,Mafic-ultramafic VMS
91,mrdata_json/mrds/10000366.json,Chisna Consolidated (Buckeye Group),-146.53143,60.84765,Mafic-ultramafic VMS
92,mrdata_json/mrds/10000367.json,Unnamed [on Pete Dahl (Copper Sands) Island],-145.54247,60.3496,Fluvial placer gold
93,mrdata_json/mrds/10000368.json,Hoodoo and South Landlocked Bay Mining Co.,-146.55254,60.84959,Mafic-ultramafic VMS
94,mrdata_json/mrds/10000369.json,Red Head #1,-146.46252,60.67959,Fluvial placer gold
95,mrdata_json/mrds/10000371.json,Reynolds-Alaska Development Co.,-146.6306,60.88265,Mafic-ultramafic VMS
96,mrdata_json/mrds/10000373.json,Rua,-146.64615,60.88348,Mafic-ultramafic VMS
97,mrdata_json/mrds/10000406.json,Peter Sather,-150.63253,59.45948,Mesozonal orogenic gold
98,mrdata_json/mrds/10000407.json,Goyne,-150.49642,59.51143,Mesozonal orogenic gold
99,mrdata_json/mrds/10000408.json,Tidewater,-150.48253,59.50949,Mesozonal orogenic gold
100,mrdata_json/mrds/10000409.json,Rossness & Larson,-150.59253,59.55949,Mesozonal orogenic gold
101,mrdata_json/mrds/10000410.json,Nuka Bays Mining Company,-150.62059,59.55338,Mesozonal orogenic gold
102,mrdata_json/mrds/10000411.json,Johnston & Degan,-150.49253,59.51949,Mesozonal orogenic gold
103,mrdata_json/mrds/10000412.json,Hatcher,-150.51059,59.57338,Mesozonal orogenic gold
104,mrdata_json/mrds/10000413.json,Glass & Heifner,-150.6806,59.55254,Mesozonal orogenic gold
105,mrdata_json/mrds/10000414.json,Alaska Hills Corp.,-150.6406,59.57449,Mesozonal orogenic gold
106,mrdata_json/mrds/10000415.json,Charles Frank,-150.58947,59.56255,Mesozonal orogenic gold
107,mrdata_json/mrds/10000416.json,Anchor Point,-151.86647,59.76752,Fluvial placer gold
108,mrdata_json/mrds/10000423.json,Fairview,-149.28364,59.89452,Mafic-ultramafic VMS
109,mrdata_json/mrds/10000424.json,Feather Bed,-149.26948,59.98563,Mafic-ultramafic VMS
110,mrdata_json/mrds/10000428.json,Iron Mask,-149.29142,59.90646,Mafic-ultramafic VMS
111,mrdata_json/mrds/10000432.json,Peterson,-149.28643,59.96452,Mafic-ultramafic VMS
112,mrdata_json/mrds/10000434.json,Seattle Alaska Copper Co.,-147.99139,59.96454,Mafic-ultramafic VMS
113,mrdata_json/mrds/10000435.json,Whale,-148.01557,59.97843,Mafic-siliciclastic VMS
114,mrdata_json/mrds/10000436.json,Unnamed (near Cape Resurrection),-149.28059,59.88063,Mafic-ultramafic VMS
115,mrdata_json/mrds/10000465.json,Unnamed (along the Kenai River),-150.14759,60.46062,Fluvial placer gold
116,mrdata_json/mrds/10000467.json,Unnamed (on Red Mountain),-151.49254,59.34946,Ophiolite chromium
117,mrdata_json/mrds/10000468.json,Reef,-151.82253,59.20946,Ophiolite chromium
118,mrdata_json/mrds/10000469.json,Mills & Trimble,-151.56253,59.25946,Mesozonal orogenic gold
119,mrdata_json/mrds/10000470.json,Unnamed (onTwo Arm Bay),-150.13253,59.6895,Mesozonal orogenic gold
120,mrdata_json/mrds/10000471.json,Rock,-151.64864,59.22057,Mesozonal orogenic gold
121,mrdata_json/mrds/10000472.json,Unnamed (in Port Dick),-151.35947,59.31253,Mesozonal orogenic gold
122,mrdata_json/mrds/10000473.json,Nixon Fork - Crystal,-154.77684,63.23837,Skarn copper
123,mrdata_json/mrds/10000481.json,Arctic Prospect,-156.38957,67.18011,Bimodal felsic VMS
124,mrdata_json/mrds/10000487.json,Claim Point,-151.82253,59.20946,Ophiolite chromium
125,mrdata_json/mrds/10000489.json,Beatson Mine,-147.88668,60.04455,Bimodal felsic VMS
126,mrdata_json/mrds/10000522.json,Casadepaga River,-164.30523,64.86737,Fluvial placer gold
127,mrdata_json/mrds/10000529.json,Candle Creek,-161.92339,65.90939,Fluvial placer gold
128,mrdata_json/mrds/10000530.json,Kougarok River,-164.85841,65.73432,Fluvial placer gold
129,mrdata_json/mrds/10000534.json,Carl Creek,-155.91293,62.80945,Fluvial placer gold
130,mrdata_json/mrds/10000535.json,Valdez Creek area,-147.47582,63.17462,Fluvial placer gold
131,mrdata_json/mrds/10000540.json,Shungnak River,-157.30845,66.99564,Fluvial placer gold
132,mrdata_json/mrds/10000548.json,Ketchem Dome Area,-144.87792,65.4078,Fluvial placer gold
133,mrdata_json/mrds/10000555.json,Little Creek composite placer,-165.40577,64.54317,Fluvial placer gold
134,mrdata_json/mrds/10000557.json,California Creek,-149.49332,67.46971,Fluvial placer gold
135,mrdata_json/mrds/10000562.json,Emery Creek,-149.62333,67.54971,Fluvial placer gold
136,mrdata_json/mrds/10000564.json,Garnet Creek,-149.39333,67.55971,Fluvial placer gold
137,mrdata_json/mrds/10000569.json,Jim Pup,-149.48332,67.46971,Fluvial placer gold
138,mrdata_json/mrds/10000570.json,Wakeup Creek,-149.48332,67.47971,Fluvial placer gold
139,mrdata_json/mrds/10000581.json,Myrtle Creek,-149.9933,67.23969,Fluvial placer gold
140,mrdata_json/mrds/10000583.json,Nugget Creek,-149.86333,67.4797,Fluvial placer gold
141,mrdata_json/mrds/10000584.json,Gold Creek,-149.82333,67.5097,Fluvial placer gold
142,mrdata_json/mrds/10000585.json,Linda Creek,-149.82333,67.5197,Fluvial placer gold
143,mrdata_json/mrds/10000675.json,Accident,-147.28026,63.18963,Mesozonal orogenic gold
144,mrdata_json/mrds/10000676.json,Banner,-149.62283,63.23152,Vein polymetallic
145,mrdata_json/mrds/10000677.json,Black Creek,-147.23276,63.17963,Mesozonal orogenic gold
146,mrdata_json/mrds/10000680.json,Chute Creek,-147.74285,63.93964,Porphyry gold ± copper
147,mrdata_json/mrds/10000681.json,Copper King,-149.65782,63.19569,Skarn copper
148,mrdata_json/mrds/10000682.json,Snoopy,-149.47283,63.25959,Porphyry gold ± copper
149,mrdata_json/mrds/10000683.json,Denali Copper,-147.14386,63.13852,Volcanic-hosted copper
150,mrdata_json/mrds/10000684.json,East Vein,-149.64589,63.21569,Vein polymetallic
151,mrdata_json/mrds/10000685.json,Unnamed (northeast wall of Eldridge Glacier),-149.99281,63.00957,Mafic-ultramafic VMS
152,mrdata_json/mrds/10000689.json,Liberty,-149.54089,63.26265,Mesozonal orogenic gold
153,mrdata_json/mrds/10000690.json,Little Vein,-149.64977,63.21264,Vein polymetallic
154,mrdata_json/mrds/10000691.json,Long Creek,-149.67282,63.17958,Vein polymetallic
155,mrdata_json/mrds/10000692.json,Lookout Mountain,-149.57282,63.22152,Vein polymetallic
156,mrdata_json/mrds/10000693.json,Lucrata,-149.53172,63.26459,Vein polymetallic
157,mrdata_json/mrds/10000694.json,Mayflower,-149.64589,63.21569,Skarn copper
158,mrdata_json/mrds/10000695.json,McCall,-149.74287,63.68959,Vein polymetallic
159,mrdata_json/mrds/10000696.json,Nimbus,-149.48394,63.28459,Vein polymetallic
160,mrdata_json/mrds/10000698.json,Unnamed (head of Ohio Creek),-149.93283,63.18958,Greisen tin ± W-Mo
161,mrdata_json/mrds/10000699.json,Unnamed (northeast of upper Partin Creek),-149.96171,63.06568,Skarn copper
162,mrdata_json/mrds/10000700.json,Riverside,-149.61283,63.23958,Vein polymetallic
163,mrdata_json/mrds/10000702.json,Timberline,-147.40387,63.18769,Vein polymetallic
164,mrdata_json/mrds/10000703.json,Yellowhorn,-147.29082,63.19657,Mesozonal orogenic gold
165,mrdata_json/mrds/10000704.json,Unnamed (on Colorado Creek),-149.56283,63.24959,Fluvial placer gold
166,mrdata_json/mrds/10000705.json,Unnamed (on Dry Creek),-147.29284,63.95965,Fluvial placer gold
167,mrdata_json/mrds/10000706.json,Fox Creek,-148.57287,63.95962,Fluvial placer gold
168,mrdata_json/mrds/10000707.json,French Gulch,-148.77287,63.86962,Fluvial placer gold
169,mrdata_json/mrds/10000708.json,Gagnon Creek,-148.73287,63.88962,Fluvial placer gold
170,mrdata_json/mrds/10000709.json,Gold Creek,-147.81277,63.09962,Fluvial placer gold
171,mrdata_json/mrds/10000710.json,Lucky Gulch,-147.27665,63.19852,Fluvial placer gold
172,mrdata_json/mrds/10000711.json,Marguerite Creek,-148.64287,63.92962,Fluvial placer gold
173,mrdata_json/mrds/10000712.json,Unnamed (middle or upper Newman Creek),-147.26283,63.94965,Fluvial placer gold
174,mrdata_json/mrds/10000713.json,Popovich Creek,-148.83287,63.91962,Fluvial placer gold
175,mrdata_json/mrds/10000714.json,Portage Creek,-147.14283,63.90965,Fluvial placer gold
176,mrdata_json/mrds/10000715.json,Shotgun Creek,-149.80281,63.04958,Fluvial placer gold
177,mrdata_json/mrds/10000716.json,Wickersham Creek,-147.69276,63.10962,Fluvial placer gold
178,mrdata_json/mrds/10000717.json,Valdez Creek,-147.46276,63.17963,Fluvial placer gold
179,mrdata_json/mrds/10000718.json,Lower White Creek,-147.32276,63.19963,Fluvial placer gold
180,mrdata_json/mrds/10000724.json,Unnamed (in headwaters of Wood River),-147.66088,63.68574,Mafic-siliciclastic VMS
181,mrdata_json/mrds/10000726.json,Unnamed,-147.42281,63.69964,Mafic-siliciclastic VMS
182,mrdata_json/mrds/10000727.json,"Gold Hill, Su",-147.7397,63.09962,Porphyry gold ± copper
183,mrdata_json/mrds/10000728.json,Wickersham,-147.7047,63.10962,Porphyry gold ± copper
184,mrdata_json/mrds/10000730.json,Unnamed (east of lower Slime Creek),-148.79172,63.50767,Mafic-ultramafic VMS
185,mrdata_json/mrds/10000731.json,Unnamed (northeast of upper Shotgun Creek),-149.86282,63.06958,Ophiolite chromium
186,mrdata_json/mrds/10000732.json,Silver Kitty,-149.78893,63.16347,Skarn copper
187,mrdata_json/mrds/10000733.json,Unnamed (divide between Christy and Copeland creeks),-149.75282,63.12958,Ophiolite chromium
188,mrdata_json/mrds/10000734.json,Unnamed (south of upper Long Creek),-149.69282,63.17958,Ophiolite chromium
189,mrdata_json/mrds/10000735.json,Unnamed (upper Blind Creek area),-149.69477,63.21152,Vein polymetallic
190,mrdata_json/mrds/10000736.json,Unnamed (south of upper Windy Creek),-149.14284,63.4596,Skarn copper
191,mrdata_json/mrds/10000746.json,Rambler,-143.00867,62.38275,Skarn iron
192,mrdata_json/mrds/10000759.json,Nabesna Glacier,-142.83559,62.11219,Vein polymetallic
193,mrdata_json/mrds/10000769.json,Big Eldorado,-141.93945,62.1072,Vein polymetallic
194,mrdata_json/mrds/10000774.json,Sulzer,-141.46361,62.20027,Mafic-siliciclastic VMS
195,mrdata_json/mrds/10000779.json,Horsfeld,-141.21848,62.04401,Porphyry copper-molybdenum
196,mrdata_json/mrds/10000790.json,Bryan Creek,-141.94556,62.03609,Fluvial placer gold
197,mrdata_json/mrds/10000883.json,Unnamed (near Lacuna Glacier),-151.48672,62.83565,Ophiolite chromium
198,mrdata_json/mrds/10000884.json,Unnamed (near Lacuna Glacier),-151.51783,62.78454,Ophiolite chromium
199,mrdata_json/mrds/10000885.json,Unnamed,-151.82283,62.69147,Ophiolite chromium
200,mrdata_json/mrds/10000886.json,Unnamed,-151.82783,62.71147,Ophiolite chromium
201,mrdata_json/mrds/10000887.json,Unnamed,-152.63087,62.30756,Porphyry copper ± gold
202,mrdata_json/mrds/10000889.json,Unnamed,-152.41477,62.53451,Skarn copper
203,mrdata_json/mrds/10000890.json,Curry,-150.02889,62.59845,Low-fluorine porphyry molybdenum
204,mrdata_json/mrds/10000891.json,Mount Goldie,-150.84281,62.72955,Mesozonal orogenic gold
205,mrdata_json/mrds/10000892.json,Unnamed,-150.9517,62.69148,Fluvial placer gold
206,mrdata_json/mrds/10000893.json,Hidden Creek,-151.15392,62.6576,Vein tin
207,mrdata_json/mrds/10000894.json,Unnamed (near McDoel Peak),-152.18666,62.02339,Fluvial placer gold
208,mrdata_json/mrds/10000895.json,Unnamed (on Portage Creek),-152.86779,62.00949,Fluvial placer gold
209,mrdata_json/mrds/10000897.json,Cascade Creek,-152.09587,62.47341,Fluvial placer gold
210,mrdata_json/mrds/10000899.json,Bradley Scheelite,-150.95669,62.58148,Mesozonal orogenic gold
211,mrdata_json/mrds/10000900.json,Colby,-150.96669,62.5726,Mesozonal orogenic gold
212,mrdata_json/mrds/10000901.json,Upper Nugget Creek,-150.98474,62.56065,Mesozonal orogenic gold
213,mrdata_json/mrds/10000902.json,Boedeker,-150.09975,62.93263,Mesozonal orogenic gold
214,mrdata_json/mrds/10000903.json,Shellabarger Pass,-152.78978,62.55256,Mafic-siliciclastic VMS
215,mrdata_json/mrds/10000904.json,Jiles-Knudson,-152.15397,62.90147,Skarn tin ± copper ± Mo
216,mrdata_json/mrds/10000905.json,Unnamed,-151.86672,62.70842,Ophiolite chromium
217,mrdata_json/mrds/10000906.json,Hogback,-152.22897,62.88563,Vein tin
218,mrdata_json/mrds/10000907.json,Unnamed,-151.82894,62.74453,Low-fluorine porphyry molybdenum
219,mrdata_json/mrds/10000908.json,Unnamed,-152.19976,62.55341,Skarn copper
220,mrdata_json/mrds/10000909.json,Unnamed,-152.37088,62.52145,Fluvial placer gold
221,mrdata_json/mrds/10000910.json,Unnamed,-152.69672,62.48256,Vein tungsten
222,mrdata_json/mrds/10000911.json,Unnamed,-152.72285,62.73951,Sediment-hosted copper ± Co
223,mrdata_json/mrds/10000912.json,First Creek,-151.0128,62.59843,Fluvial placer gold
224,mrdata_json/mrds/10000914.json,Peters Creek,-150.77278,62.48954,Fluvial placer gold
225,mrdata_json/mrds/10000915.json,Gold Creek,-150.91085,62.5176,Fluvial placer gold
226,mrdata_json/mrds/10000917.json,Thunder Creek,-151.00585,62.49648,Fluvial placer gold
227,mrdata_json/mrds/10000918.json,Falls Creek,-151.0239,62.48343,Fluvial placer gold
228,mrdata_json/mrds/10000919.json,Dollar  Creek,-151.05779,62.5076,Fluvial placer gold
229,mrdata_json/mrds/10000921.json,Twin Creek,-151.53279,62.33952,Fluvial placer gold
230,mrdata_json/mrds/10000932.json,Wolverine,-149.40269,61.78955,Mesozonal orogenic gold
231,mrdata_json/mrds/10000933.json,Lucky Shot,-149.40769,61.77844,Mesozonal orogenic gold
232,mrdata_json/mrds/10000934.json,Golden Top,-149.38269,61.79955,Mesozonal orogenic gold
233,mrdata_json/mrds/10000936.json,Purches Creek,-149.35269,61.80956,Mesozonal orogenic gold
234,mrdata_json/mrds/10000937.json,Gold King,-149.33269,61.81956,Mesozonal orogenic gold
235,mrdata_json/mrds/10000938.json,Martin,-149.29157,61.78567,Mesozonal orogenic gold
236,mrdata_json/mrds/10000939.json,Mammoth,-149.32268,61.76956,Mesozonal orogenic gold
237,mrdata_json/mrds/10000940.json,Independence,-149.29658,61.7915,Mesozonal orogenic gold
238,mrdata_json/mrds/10000941.json,Eldorado,-149.29268,61.7815,Mesozonal orogenic gold
239,mrdata_json/mrds/10000943.json,High Grade,-149.29963,61.79845,Mesozonal orogenic gold
240,mrdata_json/mrds/10000944.json,Marion Twin,-149.30158,61.8115,Mesozonal orogenic gold
241,mrdata_json/mrds/10000945.json,Schroff-O'Neil,-149.30158,61.81067,Mesozonal orogenic gold
242,mrdata_json/mrds/10000946.json,Holland,-149.2938,61.81845,Mesozonal orogenic gold
243,mrdata_json/mrds/10000947.json,Lane,-149.23463,61.84456,Mesozonal orogenic gold
244,mrdata_json/mrds/10000949.json,Talkeetna,-149.25658,61.82345,Mesozonal orogenic gold
245,mrdata_json/mrds/10000950.json,Webfoot,-149.2488,61.81067,Mesozonal orogenic gold
246,mrdata_json/mrds/10000951.json,Mohawk,-149.25268,61.79956,Mesozonal orogenic gold
247,mrdata_json/mrds/10000952.json,Rae,-149.25268,61.77956,Mesozonal orogenic gold
248,mrdata_json/mrds/10000953.json,Arch,-149.23657,61.8065,Mesozonal orogenic gold
249,mrdata_json/mrds/10000954.json,Rae-Wallace,-149.24574,61.79067,Mesozonal orogenic gold
250,mrdata_json/mrds/10000955.json,Stiles,-149.22268,61.78956,Mesozonal orogenic gold
251,mrdata_json/mrds/10000956.json,Mabel,-149.21768,61.79762,Mesozonal orogenic gold
252,mrdata_json/mrds/10000957.json,Gold Quartz,-149.22268,61.80956,Mesozonal orogenic gold
253,mrdata_json/mrds/10000958.json,Archangel,-149.17268,61.79956,Mesozonal orogenic gold
254,mrdata_json/mrds/10000960.json,Opal,-149.21269,61.81956,Mesozonal orogenic gold
255,mrdata_json/mrds/10000961.json,Homebuilder,-149.20269,61.81956,Mesozonal orogenic gold
256,mrdata_json/mrds/10000962.json,Snowbird,-149.20769,61.8315,Mesozonal orogenic gold
257,mrdata_json/mrds/10000963.json,Mogul,-149.17269,61.82956,Mesozonal orogenic gold
258,mrdata_json/mrds/10000965.json,Lonesome,-149.12462,61.78567,Mesozonal orogenic gold
259,mrdata_json/mrds/10000967.json,Mount Eklutna,-149.36265,61.39955,Arc U-M intrusion nickel-copper-PGE
260,mrdata_json/mrds/10000968.json,Myers,-149.39266,61.41955,Bimodal felsic VMS
261,mrdata_json/mrds/10000969.json,Thunderbird Creek,-149.30265,61.42955,Arc U-M intrusion nickel-copper-PGE
262,mrdata_json/mrds/10000970.json,West Twin Peak,-149.23265,61.44955,Arc U-M intrusion nickel-copper-PGE
263,mrdata_json/mrds/10000972.json,Highway,-149.20265,61.46955,Arc U-M intrusion nickel-copper-PGE
264,mrdata_json/mrds/10000973.json,Pioneer Creek,-149.19265,61.45955,Arc U-M intrusion nickel-copper-PGE
265,mrdata_json/mrds/10000974.json,Unnamed,-148.65265,61.62957,Arc U-M intrusion nickel-copper-PGE
266,mrdata_json/mrds/10000975.json,Jim Creek,-148.80265,61.56956,Vein polymetallic
267,mrdata_json/mrds/10000978.json,Rusaw Creek,-147.44263,61.73959,Porphyry copper ± gold
268,mrdata_json/mrds/10000979.json,Peters Creek,-149.18264,61.23955,Mesozonal orogenic gold
269,mrdata_json/mrds/10000980.json,Eagle River,-149.09262,61.12955,Vein polymetallic
270,mrdata_json/mrds/10000994.json,Last Chance No. 2,-148.08259,61.01956,Vein polymetallic
271,mrdata_json/mrds/10000999.json,Wells Bay,-147.39257,61.01958,Bimodal felsic VMS
272,mrdata_json/mrds/10001001.json,Fishhook Creek,-149.23268,61.75956,Fluvial placer gold
273,mrdata_json/mrds/10001002.json,Chickaloon River,-148.42267,61.81957,Fluvial placer gold
274,mrdata_json/mrds/10001003.json,Schoonoven Creek,-148.37267,61.82958,Fluvial placer gold
275,mrdata_json/mrds/10001005.json,South Creek,-147.31265,61.9896,Fluvial placer gold
276,mrdata_json/mrds/10001006.json,Poorman Creek,-147.28265,61.99961,Fluvial placer gold
277,mrdata_json/mrds/10001007.json,Crow Creek,-149.08261,60.99955,Fluvial placer gold
278,mrdata_json/mrds/10001011.json,Golconda Creek,-143.45746,61.00576,Fluvial placer gold
279,mrdata_json/mrds/10001016.json,Unnamed,-142.18856,61.27162,Volcanic-hosted copper
280,mrdata_json/mrds/10001017.json,Young Creek,-142.53134,61.22467,Fluvial placer gold
281,mrdata_json/mrds/10001019.json,Chititu Creek,-142.57052,61.29356,Fluvial placer gold
282,mrdata_json/mrds/10001020.json,Unnamed,-142.17745,61.33662,Volcanic-hosted copper
